Security Name	ATR	ATR2	Close	Stop	Ticker Symbol	Location	
JASON MARINE GROUP LIMITED	0.0036	0.0072	0.1400	0.1328	5PF	C:\ms\sgx2	
JARDINE STRATEGIC HLDGS LTD	0.7229	1.4457	40.1100	38.6643	J37	C:\ms\sgx2	
JARDINE MATHESON HLDGS LTD	1.1861	2.3723	65.7000	63.3277	J36	C:\ms\sgx2	
JARDINE C&C	1.2985	2.5970	46.7500	44.1530	C07	C:\ms\sgx2	
JAPAN FOODS HOLDING LTD.	0.0128	0.0256	0.5200	0.4944	5OI	C:\ms\sgx2	
JADASON ENTERPRISES LTD	0.0012	0.0024	0.0520	0.0496	J03	C:\ms\sgx2	
JACKSPEED CORPORATION LIMITED	0.0030	0.0060	0.0910	0.0850	J17	C:\ms\sgx2	
JACKS INTERNATIONAL LIMITED	0.0011	0.0023	0.0900	0.0877	J11	C:\ms\sgx2	
ITE ELECTRIC CO LTD	0.0010	0.0020	0.0620	0.0600	581	C:\ms\sgx2	
ISHARES USD ASIA HY BOND ETFS$	0.0226	0.0452	14.2900	14.2448	QL3	C:\ms\sgx2	
ISHARES USD ASIA HY BOND ETF	0.0645	0.1290	11.1800	11.0510	O9P	C:\ms\sgx2	
ISHARES USD ASIA BOND ETF S$	0.0104	0.0207	13.5500	13.5293	QL2	C:\ms\sgx2	
ISHARES USD ASIA BOND ETF	0.0734	0.1468	10.6000	10.4532	N6M	C:\ms\sgx2	
ISHARES S&P500 IVV 10	0.3811	0.7623	166.4800	165.7177	I17	C:\ms\sgx2	
ISHARES MSCI SINGAPORE EWS 100	0.0821	0.1643	14.0200	13.8557	I19	C:\ms\sgx2	
ISHARES DJ US TECH IYW 10	0.0312	0.0623	72.7500	72.6877	I21	C:\ms\sgx2	
ISHARES ASIALOC CURBOND ETF S$	0.0052	0.0105	13.4200	13.4095	QL1	C:\ms\sgx2	
ISHARES ASIA LOC CUR BOND ETF	0.0376	0.0752	10.3500	10.2748	N6L	C:\ms\sgx2	
ISHARES ASIA LC1-3YBOND ETF S$	0.0086	0.0171	13.1500	13.1329	QL0	C:\ms\sgx2	
ISHARES ASIA LC 1-3Y BOND ETF	0.0042	0.0083	10.5500	10.5417	O9Q	C:\ms\sgx2	
ISETAN (SINGAPORE) LTD	0.0312	0.0623	4.8000	4.7377	I15	C:\ms\sgx2	
ISDN HOLDINGS LIMITED	0.0327	0.0654	1.0300	0.9646	I07	C:\ms\sgx2	
IS MSCI INDIA 100 S$	0.0379	0.0759	7.9800	7.9041	QK9	C:\ms\sgx2	
IS MSCI INDIA 100	0.1096	0.2192	6.1800	5.9608	I98	C:\ms\sgx2	
IPCO INT'L LIMITED	0.0014	0.0028	0.0280	0.0252	I11	C:\ms\sgx2	
IPC CORPORATION LIMITED	0.0054	0.0108	0.1660	0.1552	I12	C:\ms\sgx2	
INVESTMENT BEVER BUSINESS FUND	0.0000	0.0000	0.0000	0.0000	J0T	C:\ms\sgx2	
INTRACO LTD	0.0130	0.0259	0.6450	0.6191	I06	C:\ms\sgx2	
INTERRA	0.0161	0.0322	0.4700	0.4378	5GI	C:\ms\sgx2	
INTERNET TECHNOLOGY GRP LTD	0.0151	0.0301	0.1410	0.1109	N6H	C:\ms\sgx2	
INTERNATIONAL PRESS SOFTCOM	0.0043	0.0086	0.0440	0.0354	571	C:\ms\sgx2	
INNOVALUES PRECISION LIMITED	0.0018	0.0036	0.1050	0.1014	591	C:\ms\sgx2	
INNOTEK LTD	0.0068	0.0136	0.2900	0.2764	M14	C:\ms\sgx2	
INNO-PACIFIC HOLDINGS LTD	0.0040	0.0079	0.1910	0.1831	I26	C:\ms\sgx2	
INFORMATICS HOLDINGS LTD	0.0027	0.0055	0.0960	0.0905	I03	C:\ms\sgx2	
INFINIO GRP LTD	0.0005	0.0010	0.0040	0.0030	5CS	C:\ms\sgx2	
INDOFOOD AGRI RESOURCES LTD.	0.0240	0.0479	1.0050	0.9571	5JS	C:\ms\sgx2	
INDIABULLS PROPERTIES INVTRUST	0.0013	0.0026	0.1100	0.1074	F3EU	C:\ms\sgx2	
INCH KENNETH KAJANG RUBBER PLC	0.0000	0.0000	0.0000	0.0000	I4R	C:\ms\sgx2	
IHH HEALTHCARE BERHAD	0.0271	0.0543	1.6100	1.5557	Q0F	C:\ms\sgx2	
IFS CAPITAL LTD	0.0073	0.0146	0.5050	0.4904	I49	C:\ms\sgx2	
IEV HOLDINGS LIMITED	0.0143	0.0287	0.4500	0.4213	5TN	C:\ms\sgx2	
ICP LTD	0.0004	0.0009	0.0040	0.0031	536	C:\ms\sgx2	
HYFLUX LTD	0.0245	0.0489	1.3400	1.2911	600	C:\ms\sgx2	
HYFLUX 6% CUM PREF CLASS A 10	0.3105	0.6211	108.3000	107.6789	N2H	C:\ms\sgx2	
HWA HONG CORP LTD	0.0042	0.0083	0.3450	0.3367	H19	C:\ms\sgx2	
HUTCHISON PORT HOLDINGS TRUST	0.0150	0.0301	0.7900	0.7599	NS8U	C:\ms\sgx2	
HUTCHISON PORT HLDGS TRUST S$	0.0149	0.0298	1.0100	0.9802	P7VU	C:\ms\sgx2	
HUPSTEEL LTD	0.0050	0.0099	0.2350	0.2251	H73	C:\ms\sgx2	
HUP SOON GLOBAL CORP LTD	0.0000	0.0000	0.1000	0.1000	5JY	C:\ms\sgx2	
HUAN HSIN HOLDINGS LTD	0.0005	0.0010	0.0470	0.0460	H16	C:\ms\sgx2	
HU AN CABLE HOLDINGS LTD	0.0027	0.0055	0.1100	0.1045	KI3	C:\ms\sgx2	
HTL INT'L HOLDINGS LIMITED	0.0054	0.0108	0.2950	0.2842	H64	C:\ms\sgx2	
HSR GLOBAL LTD	0.0179	0.0358	0.2850	0.2492	502	C:\ms\sgx2	
HOTUNG INVESTMENT HLDGS LTD	0.0017	0.0034	0.1470	0.1436	NT1	C:\ms\sgx2	
HOTEL ROYAL LTD	0.0317	0.0633	3.2800	3.2167	H12	C:\ms\sgx2	
HOTEL PROPERTIES LTD	0.0691	0.1383	3.3100	3.1717	H15	C:\ms\sgx2	
HOTEL GRAND CENTRAL LTD	0.0190	0.0380	1.0800	1.0420	H18	C:\ms\sgx2	
HOSEN GROUP LTD	0.0009	0.0017	0.0740	0.0723	5EV	C:\ms\sgx2	
HOR KEW CORPORATION LIMITED	0.0009	0.0018	0.0640	0.0622	H06	C:\ms\sgx2	
HONGWEI TECHNOLOGIES LIMITED	0.0000	0.0000	0.1850	0.1850	H80	C:\ms\sgx2	
HONGKONG LAND HLDGS LTD	0.1655	0.3310	6.9500	6.6190	H78	C:\ms\sgx2	
HONG LEONG SPORE FINANCE LTD	0.0372	0.0745	2.7200	2.6455	S41	C:\ms\sgx2	
HONG LEONG ASIA LTD	0.0403	0.0807	1.7000	1.6193	H22	C:\ms\sgx2	
HONG FOK CORPORATION LTD	0.0205	0.0410	0.7150	0.6740	H30	C:\ms\sgx2	
HOE LEONG CORPORATION LTD.	0.0015	0.0029	0.1600	0.1571	H20	C:\ms\sgx2	
HOCK LIAN SENG HOLDINGS LTD	0.0038	0.0075	0.2600	0.2525	J2T	C:\ms\sgx2	
HO BEE INVESTMENT LIMITED	0.0559	0.1119	2.0100	1.8981	H13	C:\ms\sgx2	
HLN TECHNOLOGIES LIMITED	0.0047	0.0095	0.2150	0.2055	5HH	C:\ms\sgx2	
HLH GROUP LTD	0.0011	0.0021	0.0240	0.0219	H27	C:\ms\sgx2	
HLG ENTERPRISE LTD	0.0027	0.0055	0.0540	0.0485	L18	C:\ms\sgx2	
HISAKA HOLDINGS LTD.	0.0050	0.0099	0.1880	0.1781	FV2	C:\ms\sgx2	
HIAP TONG CORPORATION LTD.	0.0062	0.0123	0.2400	0.2277	5PO	C:\ms\sgx2	
HIAP SENG ENGINEERING LTD	0.0103	0.0206	0.3150	0.2944	510	C:\ms\sgx2	
HIAP HOE LIMITED	0.0117	0.0234	0.6950	0.6716	5JK	C:\ms\sgx2	
HI-P INTERNATIONAL LIMITED	0.0215	0.0431	0.8450	0.8019	H17	C:\ms\sgx2	
HG METAL MANUFACTURING LTD	0.0018	0.0035	0.0950	0.0915	526	C:\ms\sgx2	
HENGYANG PETROCHEM LOG LIMITED	0.0031	0.0061	0.2600	0.2539	5PD	C:\ms\sgx2	
HENGXIN TECHNOLOGY LTD.	0.0044	0.0088	0.1200	0.1112	I85	C:\ms\sgx2	
HEETON HOLDINGS LIMITED	0.0100	0.0201	0.6900	0.6699	5DP	C:\ms\sgx2	
HEATEC JIETONG HOLDINGS LTD.	0.0006	0.0012	0.0960	0.0948	5OR	C:\ms\sgx2	
HEALTHWAY MEDICAL CORP LTD	0.0035	0.0070	0.1080	0.1010	5NG	C:\ms\sgx2	
HEALTH MANAGEMENT INTL LTD	0.0037	0.0074	0.1220	0.1146	588	C:\ms\sgx2	
HAW PAR CORP LTD	0.1072	0.2144	7.5000	7.2856	H02	C:\ms\sgx2	
HARTAWAN HLD	0.0012	0.0024	0.1320	0.1296	5FU	C:\ms\sgx2	
HANWELL HOLDINGS LIMITED	0.0100	0.0201	0.3050	0.2849	DM0	C:\ms\sgx2	
HANKORE	0.0016	0.0032	0.0440	0.0408	B22	C:\ms\sgx2	
HALCYON AGRI CORPORATION LTD	0.0607	0.1215	0.9900	0.8685	5VJ	C:\ms\sgx2	
HAI LECK HOLDINGS LIMITED	0.0104	0.0209	0.2550	0.2341	GG7	C:\ms\sgx2	
HAFARY HOLDINGS LIMITED	0.0074	0.0149	0.2250	0.2101	5VS	C:\ms\sgx2	
HAFARY HOLDINGS LIMITED	0.0110	0.0220	0.5000	0.4780	5PP	C:\ms\sgx2	
GUTHRIE GTS LTD	0.0113	0.0227	0.7150	0.6923	G33	C:\ms\sgx2	
GUOCOLEISURE LIMITED	0.0201	0.0403	0.8050	0.7647	B16	C:\ms\sgx2	
GUOCOLAND LIMITED	0.0398	0.0797	2.0600	1.9803	F17	C:\ms\sgx2	
GUANGZHAO IND FOREST BIOGRPLTD	0.0000	0.0000	0.0160	0.0160	G21	C:\ms\sgx2	
GSH CORP	0.0034	0.0069	0.0770	0.0701	J16	C:\ms\sgx2	
GRP LTD	0.0139	0.0279	0.2850	0.2571	G18	C:\ms\sgx2	
GREAT GROUP HOLDINGS LIMITED	0.0002	0.0004	0.0700	0.0696	I5H	C:\ms\sgx2	
GREAT EASTERN HLDGS LTD	0.1790	0.3580	18.2700	17.9120	G07	C:\ms\sgx2	
GRAND BANKS YACHTS LTM	0.0105	0.0209	0.3300	0.3091	G50	C:\ms\sgx2	
GP INDUSTRIES LIMITED	0.0082	0.0164	0.5050	0.4886	G20	C:\ms\sgx2	
GP BATTERIES INT LTD	0.0193	0.0386	1.0250	0.9864	G08	C:\ms\sgx2	
GOODPACK LIMITED	0.0276	0.0552	1.6450	1.5898	G05	C:\ms\sgx2	
GOODLAND GROUP LIMITED	0.0092	0.0183	0.3700	0.3517	5PC	C:\ms\sgx2	
GOLDEN OCEAN GROUP LIMITED	0.0000	0.0000	0.8000	0.8000	KU3	C:\ms\sgx2	
GOLDEN AGRI_RESOURCES	0.0124	0.0247	0.5750	0.5503	E5H	C:\ms\sgx2	
GMG GLOBAL LTD	0.0023	0.0046	0.1150	0.1104	5IM	C:\ms\sgx2	
GLOBAL YELLOW PAGES	0.0076	0.0153	0.1190	0.1037	Y07	C:\ms\sgx2	
GLOBAL TESTING CORPORATION LTD	0.0025	0.0049	0.0800	0.0751	G31	C:\ms\sgx2	
GLOBAL TECH (HLDGS) LIMITED	0.0006	0.0012	0.0090	0.0078	G11	C:\ms\sgx2	
GLOBAL PREMIUM HOTELS LIMITED	0.0045	0.0091	0.2600	0.2509	P9J	C:\ms\sgx2	
GLOBAL PALM RESOURCES HLGS LTD	0.0045	0.0090	0.1930	0.1840	K6J	C:\ms\sgx2	
GLOBAL MASTERS FUND	0.0000	0.0000	0.0000	0.0000	CH9	C:\ms\sgx2	
GLOBAL LOGISTIC PROP LIMITED	0.0804	0.1609	2.8200	2.6591	MC0	C:\ms\sgx2	
GLOBAL INVESTMENTS LIMITED	0.0030	0.0061	0.1640	0.1579	B73	C:\ms\sgx2	
GLOBAL INVACOM GROUP LTD	0.0039	0.0079	0.1760	0.1681	QS9	C:\ms\sgx2	
GKE CORP	0.0021	0.0041	0.1440	0.1399	595	C:\ms\sgx2	
GIKEN SAKATA (S) LIMITED	0.0007	0.0014	0.0360	0.0346	542	C:\ms\sgx2	
GEO ENERGY RESOURCES LIMITED	0.0127	0.0254	0.4250	0.3996	RE4	C:\ms\sgx2	
GENTING INT'L PUBLIC LTD CO	0.0299	0.0599	1.4500	1.3901	G13	C:\ms\sgx2	
GENTING HONG KONG LTD	0.0125	0.0249	0.5000	0.4751	S21	C:\ms\sgx2	
GEMS TV HOLDINGS LIMITED	0.0021	0.0041	0.0290	0.0249	AM3	C:\ms\sgx2	
GDS GLOBAL LIMITED	0.0027	0.0054	0.2600	0.2546	5VP	C:\ms\sgx2	
GAYLIN HOLDINGS LIMITED	0.0169	0.0337	0.5850	0.5513	RF7	C:\ms\sgx2	
GALLANT VENTURE LTD.	0.0148	0.0296	0.3450	0.3154	5IG	C:\ms\sgx2	
G K GOH HOLDINGS LTD	0.0184	0.0368	0.8700	0.8332	G41	C:\ms\sgx2	
FUXING CHINA GROUP LIMITED	0.0020	0.0039	0.0450	0.0411	DC9	C:\ms\sgx2	
FUNG CHOI PRNTG & PCKG GRP LTD	0.0017	0.0035	0.1340	0.1305	F11	C:\ms\sgx2	
FULL APEX (HOLDINGS) LIMITED	0.0004	0.0008	0.1000	0.0992	F18	C:\ms\sgx2	
FUJIAN ZHENYUN PLAS IND CO LTD	0.0026	0.0053	0.1670	0.1617	5KT	C:\ms\sgx2	
FUJI OFFSET PLATES MFG LTD	0.0005	0.0010	0.3000	0.2990	508	C:\ms\sgx2	
FU YU MANUFACTURING LTD	0.0030	0.0060	0.0680	0.0620	F13	C:\ms\sgx2	
FTSE ST China Top Index	2.4044	4.8087	210.2100	205.4013	FSTCT	C:\ms\sgx2	
FRENCKEN	0.0018	0.0035	0.2000	0.1965	E28	C:\ms\sgx2	
FREIGHT LINKS EXPRESS HOLDINGS	0.0022	0.0044	0.0920	0.0876	F01	C:\ms\sgx2	
FRASERS COMMERCIAL TRUST CPPU	0.0186	0.0371	1.2500	1.2129	KT8U	C:\ms\sgx2	
FRASERS COMMERCIAL TRUST	0.0430	0.0859	1.4250	1.3391	ND8U	C:\ms\sgx2	
FRASERS CENTREPOINT TRUST	0.0679	0.1358	2.0300	1.8942	J69U	C:\ms\sgx2	
FRASER AND NEAVE  LIMITED	0.1240	0.2480	8.8300	8.5820	F99	C:\ms\sgx2	
FRAGRANCE GROUP LIMITED	0.0056	0.0113	0.2450	0.2337	F31	C:\ms\sgx2	
FORTUNE REAL ESTATE INV TRUST	0.2627	0.5254	7.2100	6.6846	F25U	C:\ms\sgx2	
FORTERRA	0.0407	0.0814	1.9000	1.8186	LG2U	C:\ms\sgx2	
FORELAND FABRICTECH HLDS LTD	0.0017	0.0033	0.0410	0.0377	B0I	C:\ms\sgx2	
FOOD JUNCTION HOLDINGS LIMITED	0.0006	0.0013	0.1830	0.1817	529	C:\ms\sgx2	
FOOD EMPIRE HOLDINGS LIMITED	0.0139	0.0278	0.6800	0.6522	F03	C:\ms\sgx2	
FISCHER TECH LTD	0.0034	0.0068	0.1380	0.1312	F22	C:\ms\sgx2	
FIRST SHIP LEASE TRUST	0.0026	0.0052	0.1230	0.1178	D8DU	C:\ms\sgx2	
FIRST RESOURCES LIMITED	0.0443	0.0885	1.9000	1.8115	EB5	C:\ms\sgx2	
FIRST REAL ESTATE INV TRUST	0.0432	0.0864	1.2950	1.2086	AW9U	C:\ms\sgx2	
FIBRECHEM TECHNOLOGIES LIMITED	0.0000	0.0000	0.1050	0.1050	F12	C:\ms\sgx2	
FIBRECHEM NCPS	0.0000	0.0000	0.1100	0.1100	DK2	C:\ms\sgx2	
FEDERAL INT(2000) LTD	0.0011	0.0023	0.0270	0.0247	F20	C:\ms\sgx2	
FDS NETWORKS GROUP LTD	0.0019	0.0038	0.0150	0.0112	F07	C:\ms\sgx2	
FASTUBE LIMITED	0.0027	0.0055	0.3750	0.3695	5UL	C:\ms\sgx2	
FAR EAST ORCHARD	0.0453	0.0906	2.1500	2.0594	O10	C:\ms\sgx2	
FAR EAST HOSPITALITY TRUST	0.0250	0.0500	1.0250	0.9750	Q5T	C:\ms\sgx2	
FAR EAST GROUP LIMITED	0.0031	0.0062	0.1980	0.1918	5TJ	C:\ms\sgx2	
FALCON ENERGY GRP LTD	0.0123	0.0245	0.3500	0.3255	5FL	C:\ms\sgx2	
FABCHEM CHINA LIMITED	0.0010	0.0019	0.1650	0.1631	I54	C:\ms\sgx2	
F J BENJAMIN HOLDINGS LTD	0.0068	0.0135	0.2600	0.2465	F10	C:\ms\sgx2	
EZRA HOLDINGS LIMITED	0.0264	0.0528	0.9750	0.9222	5DN	C:\ms\sgx2	
EZION HOLDINGS LTD	0.0799	0.1597	2.2800	2.1203	5ME	C:\ms\sgx2	
EXCELPOINT TECHNOLOGY LTD	0.0014	0.0028	0.0880	0.0852	E17	C:\ms\sgx2	
EUROPTRONIC GROUP LTD	0.0034	0.0068	0.0680	0.0612	E23	C:\ms\sgx2	
EUNETWORKS GRP	0.0377	0.0753	0.7800	0.7047	5VT	C:\ms\sgx2	
EUNETWORKS GRP	0.0006	0.0013	0.0150	0.0137	H23	C:\ms\sgx2	
EUCON HOLDING LIMITED	0.0018	0.0035	0.0370	0.0335	E27	C:\ms\sgx2	
EU YAN SANG INTERNATIONAL LTD	0.0268	0.0536	0.7400	0.6864	E02	C:\ms\sgx2	
ETIKA INTERNATIONAL HLDGS LTD	0.0156	0.0311	0.4100	0.3789	5FR	C:\ms\sgx2	
ES GROUP (HOLDINGS) LIMITED	0.0002	0.0004	0.1480	0.1476	5RC	C:\ms\sgx2	
ERATAT LIFESTYLE LTD	0.0039	0.0078	0.1440	0.1362	FO8	C:\ms\sgx2	
EQUATION CORP LIMITED	0.0011	0.0022	0.0180	0.0158	532	C:\ms\sgx2	
EPICENTRE HOLDINGS LIMITED	0.0095	0.0190	0.2100	0.1910	5MQ	C:\ms\sgx2	
ENVIRO-HUB HOLDINGS LTD	0.0031	0.0062	0.0990	0.0928	L23	C:\ms\sgx2	
ENGRO CORPORATION LTD	0.0109	0.0217	1.0000	0.9783	S44	C:\ms\sgx2	
EMS ENERGY LTD	0.0014	0.0028	0.0410	0.0382	5DE	C:\ms\sgx2	
ELLIPSIZ LTD	0.0011	0.0023	0.0870	0.0847	E13	C:\ms\sgx2	
ELITE KSB HOLDINGS LIMITED	0.0039	0.0078	0.2950	0.2872	550	C:\ms\sgx2	
ELEKTROMOTIVE GROUP LIMITED	0.0001	0.0003	0.0030	0.0027	5KX	C:\ms\sgx2	
ELEC & ELTEK INT CO LTD	0.0299	0.0597	2.1700	2.1103	E16	C:\ms\sgx2	
ECS HOLDINGS LIMITED	0.0062	0.0125	0.4950	0.4825	E18	C:\ms\sgx2	
ECOWISE HOLDINGS LIMITED	0.0018	0.0037	0.0800	0.0763	5CT	C:\ms\sgx2	
EASUN REYROLLE LIMITED GDR	0.0000	0.0000	0.0000	0.0000	EM1	C:\ms\sgx2	
EASTGATE TECHNOLOGY LTD	0.0007	0.0013	0.0350	0.0337	N0L	C:\ms\sgx2	
EASTERN HOLDINGS LTD	0.0044	0.0087	0.2150	0.2063	5KU	C:\ms\sgx2	
DYNAMIC COLOURS LIMITED	0.0086	0.0173	0.1980	0.1807	D6U	C:\ms\sgx2	
DYNA-MAC HOLDINGS LTD.	0.0125	0.0250	0.4300	0.4050	NO4	C:\ms\sgx2	
DUTY FREE	0.0070	0.0141	0.3850	0.3709	5SO	C:\ms\sgx2	
DUTECH HOLDINGS LIMITED	0.0006	0.0011	0.1350	0.1339	CZ4	C:\ms\sgx2	
DUKANG DISTILLERS	0.0268	0.0536	0.5500	0.4964	GJ8	C:\ms\sgx2	
DRAGON GROUP INTL LIMITED	0.0027	0.0054	0.1000	0.0946	MT1	C:\ms\sgx2	
DMX TECHNOLOGIES GROUP LTD	0.0079	0.0158	0.2350	0.2192	5CH	C:\ms\sgx2	
DIGILAND INTERNATIONAL LTD	0.0000	0.0000	0.0010	0.0010	G77	C:\ms\sgx2	
DEVOTION ECO-THERMAL LIMITED	0.0028	0.0057	0.1280	0.1223	D08	C:\ms\sgx2	
DESIGN STUDIO FURNITURE MFGLTD	0.0072	0.0143	0.4500	0.4357	D11	C:\ms\sgx2	
DELONG HOLDINGS LIMITED	0.0215	0.0431	0.3850	0.3419	B1N	C:\ms\sgx2	
DEL MONTE PACIFIC LTD	0.0276	0.0551	0.8900	0.8349	D03	C:\ms\sgx2	
DEL MONTE PACIFIC LIMITED 200	0.0237	0.0474	0.9200	0.8726	S2Q	C:\ms\sgx2	
DECLOUT LIMITED	0.0138	0.0277	0.3000	0.2723	5UZ	C:\ms\sgx2	
DEBAO PROPERTY DEVELOPMENT LTD	0.0014	0.0029	0.0700	0.0671	K2M	C:\ms\sgx2	
DBXT USD MONEY MARKET ETF 5	0.0000	0.0000	170.6400	170.6400	IH4	C:\ms\sgx2	
DBXT USD IG INFL TREAS ETF 5	0.1894	0.3789	283.5500	283.1711	KF5	C:\ms\sgx2	
DBXT SORA ETF 5	0.0230	0.0460	107.1500	107.1040	KJ6	C:\ms\sgx2	
DBXT S&P500 ETF 10	0.0675	0.1350	27.1800	27.0450	K6K	C:\ms\sgx2	
DBXT S&P/ASX 200 ETF 10	0.0604	0.1207	40.0800	39.9593	LF1	C:\ms\sgx2	
DBXT S&P CNX NIFTY ETF 10	0.9766	1.9531	109.9900	108.0368	HE0	C:\ms\sgx2	
DBXT S&P 500 SHORT ETF 10	0.2257	0.4514	29.6000	29.1486	HD6	C:\ms\sgx2	
DBXT MSCI WORLD TRN ETF 10	0.0149	0.0298	3.8200	3.7902	J0P	C:\ms\sgx2	
DBXT MSCI USA ETF 10	0.1280	0.2560	40.5200	40.2640	KF8	C:\ms\sgx2	
DBXT MSCI THAILAND TRN ETF 10	0.2470	0.4940	22.5200	22.0260	LG7	C:\ms\sgx2	
DBXT MSCI TAIWAN ETF 10	0.0346	0.0691	19.2800	19.2109	HD7	C:\ms\sgx2	
DBXT MSCI SINGAPORE IM ETF 10	0.0026	0.0053	1.4100	1.4047	O9A	C:\ms\sgx2	
DBXT MSCI RUSSIA CAP 25 ETF 10	0.0233	0.0465	2.9100	2.8635	J0R	C:\ms\sgx2	
DBXT MSCI PHILIPPINES ETF 10	0.0253	0.0506	2.0900	2.0394	N2E	C:\ms\sgx2	
DBXT MSCI PAKISTAN IM ETF 10	0.0150	0.0300	1.6260	1.5960	O9D	C:\ms\sgx2	
DBXT MSCI PACIFIC EXJAP ETF 10	0.0118	0.0236	5.1800	5.1564	J0Q	C:\ms\sgx2	
DBXT MSCI MALAYSIA TRN ETF 10	0.0471	0.0941	15.8400	15.7459	LG6	C:\ms\sgx2	
DBXT MSCI KOREA ETF 10	0.4841	0.9681	57.9800	57.0119	IH2	C:\ms\sgx2	
DBXT MSCI JAPAN TRN ETF 10	0.5676	1.1353	42.4900	41.3547	LF2	C:\ms\sgx2	
DBXT MSCI INDONESIA ETF 10	0.2485	0.4970	16.7600	16.2630	KJ7	C:\ms\sgx2	
DBXT MSCI INDIA TRN ETF 10	0.0745	0.1490	8.9300	8.7810	LG8	C:\ms\sgx2	
DBXT MSCI EUROPE ETF 10	0.1163	0.2326	51.8500	51.6174	IH3	C:\ms\sgx2	
DBXT MSCI EMG MKTS ASIA ETF 10	0.0126	0.0253	3.9000	3.8747	J0N	C:\ms\sgx2	
DBXT MSCI EMERGING MKTS ETF 10	0.0266	0.0532	3.9400	3.8868	J0M	C:\ms\sgx2	
DBXT MSCI CHINA TRN ETF 10	0.0989	0.1979	11.7100	11.5121	LG9	C:\ms\sgx2	
DBXT MSCI BRAZIL TRN ETF 10	0.0354	0.0708	5.2900	5.2192	J0O	C:\ms\sgx2	
DBXT MSCI BANGLADESH IM ETF 10	0.0137	0.0274	0.8750	0.8476	O9C	C:\ms\sgx2	
DBXT MSCI ASIAPAC EXJAP ETF 10	0.0123	0.0245	3.6600	3.6355	O9B	C:\ms\sgx2	
DBXT MSCI ASIA EXJAP HDY ETF10	0.0023	0.0045	1.8860	1.8815	N2F	C:\ms\sgx2	
DBXT MSCI ASIA EX JAPAN ETF 10	0.2131	0.4262	33.0400	32.6138	IH1	C:\ms\sgx2	
DBXT IBOXX US TREAS ETF 5	0.0514	0.1028	208.8600	208.7572	KF7	C:\ms\sgx2	
DBXT IBOXX SOV EURO ETF 5	0.7393	1.4786	249.9100	248.4314	KF6	C:\ms\sgx2	
DBXT IBOXX SINGAPORE ETF 5	0.0187	0.0375	131.6300	131.5925	KV4	C:\ms\sgx2	
DBXT IBOXX KOREA ETF 5	0.0001	0.0002	141.9300	141.9298	KT2	C:\ms\sgx2	
DBXT FTSE VIETNAM ETF 10	0.3605	0.7211	26.2000	25.4789	HD9	C:\ms\sgx2	
