Security Name	ATR	ATR2	Close	Stop	Ticker Symbol	Location	
DBXT FT/XINHUA CHINA 25 ETF 10	0.3044	0.6087	27.7900	27.1813	HD8	C:\ms\sgx2	
DBXT EONIA TR ETF USD 5	0.0000	0.0000	183.3300	183.3300	KV8	C:\ms\sgx2	
DBXT DJ STOXX GLOB DIV ETF 10	0.0552	0.1104	30.5200	30.4096	KT3	C:\ms\sgx2	
DBXT DJ EURO STOXX 50 ETF 10	0.0880	0.1760	43.1200	42.9440	IH0	C:\ms\sgx2	
DBXT DBLCI-OY BALANCED ETF 5	0.0358	0.0717	35.4300	35.3583	J0S	C:\ms\sgx2	
DBXT DBCBLEB ETF 10	0.0000	0.0000	21.2000	21.2000	L5G	C:\ms\sgx2	
DBXT DBCBDJUBSCI ETF 10	0.0448	0.0896	30.3900	30.3004	L5F	C:\ms\sgx2	
DBXT CSI300 ETF 10	0.1653	0.3305	8.2300	7.8995	KT4	C:\ms\sgx2	
DBXT AUD SSA BONDS ETF 5	0.0547	0.1094	186.9100	186.8006	K6Y	C:\ms\sgx2	
DBXT AUD MONEY MARKET ETF 5	0.0213	0.0425	208.7700	208.7275	KV5	C:\ms\sgx2	
DBXT AUD MM ETF USD 5	0.0000	0.0000	215.8500	215.8500	KV6	C:\ms\sgx2	
DBXT AUD MM ETF SGD 5	0.1503	0.3006	259.9100	259.6094	KV7	C:\ms\sgx2	
DBS S$800M 4.7% NCPS	0.2659	0.5319	107.3200	106.7881	MU7	C:\ms\sgx2	
DBS GROUP HOLDINGS LTD	0.2727	0.5455	17.1600	16.6145	D05	C:\ms\sgx2	
DATAPULSE TECHNOLOGY LIMITED	0.0045	0.0090	0.2000	0.1910	D04	C:\ms\sgx2	
DARCO WATER TECHNOLOGIES LTD	0.0000	0.0000	0.0580	0.0580	5CB	C:\ms\sgx2	
DAPAI INTERNATIONAL	0.0020	0.0040	0.0300	0.0260	FP1	C:\ms\sgx2	
DAIRY FARM INT'L HOLDINGS LTD	0.2281	0.4563	12.8000	12.3437	D01	C:\ms\sgx2	
CWT DISTRIBUTION LIMITED	0.0452	0.0904	1.7000	1.6096	C14	C:\ms\sgx2	
CSE GLOBAL LTD	0.0182	0.0363	0.8600	0.8237	544	C:\ms\sgx2	
CSC HOLDINGS LTD	0.0020	0.0040	0.1050	0.1010	C06	C:\ms\sgx2	
CROESUS RETAIL TRUST	0.0292	0.0584	0.9950	0.9366	S6NU	C:\ms\sgx2	
CREATIVE TECHNOLOGY LTD	0.0487	0.0975	2.5100	2.4125	C76	C:\ms\sgx2	
CRAFT PRINT INTERNATIONAL LTD	0.0006	0.0012	0.0270	0.0258	541	C:\ms\sgx2	
CPH LTD	0.0015	0.0031	0.0160	0.0129	539	C:\ms\sgx2	
COURTS ASIA LIMITED	0.0432	0.0864	1.0800	0.9936	RE2	C:\ms\sgx2	
COURAGE MARINE GROUP LIMITED	0.0015	0.0031	0.0620	0.0589	E91	C:\ms\sgx2	
COUGAR LOGISTICS CORPN LTD	0.0075	0.0150	0.2550	0.2400	F86	C:\ms\sgx2	
COSMOSTEEL HOLDINGS LIMITED	0.0181	0.0362	0.3750	0.3388	B9S	C:\ms\sgx2	
COSCO CORPORATION (S) LTD	0.0134	0.0268	0.7950	0.7682	F83	C:\ms\sgx2	
CORTINA HOLDINGS LIMITED	0.0093	0.0186	0.7800	0.7614	C41	C:\ms\sgx2	
CORDLIFE GROUP LIMITED	0.0608	0.1216	1.1000	0.9784	P8A	C:\ms\sgx2	
CONTEL CORPORATION LIMITED	0.0047	0.0094	0.0880	0.0786	OJ4	C:\ms\sgx2	
CONSCIENCEFOOD HOLDING LIMITED	0.0027	0.0054	0.1850	0.1796	L1D	C:\ms\sgx2	
CONFIDENCE PETROL IND LTD GDR	0.0000	0.0000	0.0000	0.0000	E6B	C:\ms\sgx2	
COMPACT METAL INDUSTRIES LTD	0.0007	0.0014	0.0090	0.0076	C02	C:\ms\sgx2	
COMMUNICATION DESIGN INTL LTD	0.0000	0.0001	0.0420	0.0419	5HT	C:\ms\sgx2	
COMFORTDELGRO CORPORATION LTD	0.0574	0.1147	1.9050	1.7903	C52	C:\ms\sgx2	
COMBINE WILL INTL HLDGS LTD	0.0048	0.0097	0.5700	0.5603	N0Z	C:\ms\sgx2	
COLEX HOLDINGS LIMITED	0.0020	0.0041	0.1440	0.1399	567	C:\ms\sgx2	
COGENT HOLDINGS LIMITED	0.0006	0.0013	0.1480	0.1467	KJ9	C:\ms\sgx2	
CNMC GOLDMINE HOLDINGS LIMITED	0.0087	0.0174	0.3000	0.2826	5TP	C:\ms\sgx2	
CNA GROUP LTD.	0.0117	0.0234	0.1550	0.1316	5GC	C:\ms\sgx2	
CIVMEC LIMITED	0.0304	0.0608	0.9250	0.8642	P9D	C:\ms\sgx2	
CITYSPRING INFRASTRUCT TRUST	0.0092	0.0184	0.4800	0.4616	A7RU	C:\ms\sgx2	
CITYNEON HOLDINGS LIMITED	0.0010	0.0020	0.2500	0.2480	5HJ	C:\ms\sgx2	
CITY DEVELOPMENTS LTD NCCPS	0.0141	0.0281	1.2950	1.2669	C70	C:\ms\sgx2	
CITY DEVELOPMENTS LTD	0.1771	0.3541	10.7800	10.4259	C09	C:\ms\sgx2	
CIMB S&P ASIA PACIFIC DIVIDEND	0.0007	0.0014	1.1440	1.1426	P5P	C:\ms\sgx2	
CIMB S&P ASIA PAC DIVIDEND S$	0.0026	0.0052	1.4300	1.4248	QR9	C:\ms\sgx2	
CIMB FTSEASEAN40 100	0.0590	0.1179	12.0200	11.9021	M62	C:\ms\sgx2	
CIMB FT ASEAN 40 100 S$	0.0868	0.1736	14.5900	14.4164	QS0	C:\ms\sgx2	
CHUAN HUP HOLDINGS LIMITED	0.0088	0.0176	0.2650	0.2474	C33	C:\ms\sgx2	
CHOSEN HOLDINGS LIMITED	0.0043	0.0087	0.1200	0.1113	C10	C:\ms\sgx2	
CHIP ENG SENG CORPORATION LTD	0.0201	0.0402	0.7550	0.7148	C29	C:\ms\sgx2	
CHINESE GLOBAL INVESTORS GRP	0.0006	0.0012	0.0230	0.0218	5CJ	C:\ms\sgx2	
CHINAVISION MEDIA GRP LIMITED	0.0000	0.0000	0.3300	0.3300	S91	C:\ms\sgx2	
CHINASING INVESTMENT HLDG LTD	0.0004	0.0008	0.0470	0.0462	O2R	C:\ms\sgx2	
CHINA YUANBANG PROP HLDGS LTD	0.0074	0.0148	0.1340	0.1192	B2X	C:\ms\sgx2	
CHINA YONGSHENG	0.0017	0.0034	0.0190	0.0156	5KK	C:\ms\sgx2	
CHINA XLX FERTILISER LTD.	0.0156	0.0311	0.4100	0.3789	B9R	C:\ms\sgx2	
CHINA TAISAN TECH GRP HLDGSLTD	0.0014	0.0027	0.0420	0.0393	F2X	C:\ms\sgx2	
CHINA SUNSINE CHEM HLDGS LTD.	0.0025	0.0050	0.2300	0.2250	CH8	C:\ms\sgx2	
CHINA SUN BIOCHEM TECH GP CO.	0.0000	0.0000	0.0550	0.0550	C86	C:\ms\sgx2	
CHINA SPORTS	0.0046	0.0091	0.0310	0.0219	FQ8	C:\ms\sgx2	
CHINA SKY CHEM FIBRE CO.  LTD.	0.0000	0.0000	0.1020	0.1020	E90	C:\ms\sgx2	
CHINA PRINT POWER GROUP LTD	0.0070	0.0141	0.2500	0.2359	B3C	C:\ms\sgx2	
CHINA POWERPLUS	0.0030	0.0061	0.0380	0.0319	Z02	C:\ms\sgx2	
CHINA PAPER HOLDINGS LIMITED	0.0011	0.0021	0.0330	0.0309	C71	C:\ms\sgx2	
CHINA OILFIELD TEC SVCS GRPLTD	0.0011	0.0023	0.0400	0.0377	DT2	C:\ms\sgx2	
CHINA NEW TOWN DEVT CO LIMITED	0.0045	0.0089	0.1080	0.0991	D4N	C:\ms\sgx2	
CHINA MINZHONG FOOD CORP LTD	0.0350	0.0700	1.0300	0.9600	K2N	C:\ms\sgx2	
CHINA MINING	0.0017	0.0034	0.0440	0.0406	Y34	C:\ms\sgx2	
CHINA MILK PRODUCTS GROUP LTD	0.0000	0.0000	0.2400	0.2400	G86	C:\ms\sgx2	
CHINA MERCHANTS SHEKOU HLDGSCO	0.0030	0.0060	23.0000	22.9940	C03	C:\ms\sgx2	
CHINA MERCHANTS HLDGS(PACIFIC)	0.0119	0.0238	0.8950	0.8712	C22	C:\ms\sgx2	
CHINA KUNDA TECH HOLDINGS LTD	0.0007	0.0014	0.0320	0.0306	GU5	C:\ms\sgx2	
CHINA KANGDA FOOD COMPANY LTD	0.0001	0.0002	0.0670	0.0668	P74	C:\ms\sgx2	
CHINA JISHAN HOLDINGS LTD	0.0006	0.0012	0.0780	0.0768	J18	C:\ms\sgx2	
CHINA INFRASTRUCTURE HLDGS LTD	0.0014	0.0028	0.0380	0.0352	C37	C:\ms\sgx2	
CHINA HONGXING SPORTS LIMITED	0.0000	0.0000	0.1150	0.1150	BR9	C:\ms\sgx2	
CHINA HONGCHENG HOLDINGS LTD	0.0001	0.0002	0.0290	0.0288	C0Z	C:\ms\sgx2	
CHINA HAIDA LTD	0.0009	0.0019	0.0350	0.0331	C92	C:\ms\sgx2	
CHINA GREAT LAND HOLDINGS LTD.	0.0000	0.0000	0.0180	0.0180	D50	C:\ms\sgx2	
CHINA GAOXIAN FIBREFAB HLDGLTD	0.0000	0.0000	0.1900	0.1900	I4U	C:\ms\sgx2	
CHINA FLEXIBLE PACK HLDG LTD	0.0096	0.0192	0.0460	0.0268	C59	C:\ms\sgx2	
CHINA FISHERY GROUP LIMITED	0.0098	0.0195	0.3900	0.3705	B0Z	C:\ms\sgx2	
CHINA FIBRETECH LTD.	0.0014	0.0028	0.0430	0.0402	F6D	C:\ms\sgx2	
CHINA ESSENCE GROUP LTD.	0.0014	0.0027	0.0290	0.0263	G54	C:\ms\sgx2	
CHINA ENVIRONMENTAL RES GP LTD	0.0008	0.0015	0.0410	0.0395	RS1	C:\ms\sgx2	
CHINA ENVIROMENT LTD	0.0016	0.0032	0.0850	0.0818	5OU	C:\ms\sgx2	
CHINA ENERGY LIMITED	0.0037	0.0074	0.0710	0.0636	A0G	C:\ms\sgx2	
CHINA DAIRY GROUP LTD	0.0036	0.0072	0.1100	0.1028	T16	C:\ms\sgx2	
CHINA BEARING (SINGAPORE) LTD.	0.0028	0.0057	0.0520	0.0463	AD7	C:\ms\sgx2	
CHINA AVIATION OIL(S) CORP LTD	0.0257	0.0515	0.9550	0.9035	G92	C:\ms\sgx2	
CHINA AUTO ELECTRONICS	0.0058	0.0116	0.0530	0.0414	T42	C:\ms\sgx2	
CHINA ANIMAL HEALTHCARE LTD	0.0053	0.0106	0.3100	0.2994	EP4	C:\ms\sgx2	
CHEW'S GROUP LIMITED	0.0085	0.0169	0.2550	0.2381	5SY	C:\ms\sgx2	
CHEUNG WOH TECHNOLOGIES LTD	0.0007	0.0015	0.1410	0.1395	C50	C:\ms\sgx2	
CHEMOIL ENERGY LIMITED	0.0041	0.0082	0.3500	0.3418	AV5	C:\ms\sgx2	
CHEMICAL INDUSTRIES (F.E.) LTD	0.0050	0.0101	0.4200	0.4099	C05	C:\ms\sgx2	
CHASWOOD RESOURCES HLDGS LTD	0.0044	0.0088	0.2300	0.2212	5TW	C:\ms\sgx2	
CHASEN HOLDINGS LIMITED	0.0065	0.0130	0.2850	0.2720	5NV	C:\ms\sgx2	
CHANGTIAN PLASTIC & CHEM LTD	0.0017	0.0035	0.0470	0.0435	D2V	C:\ms\sgx2	
CHANGJIANG FERTILIZER HLGS LTD	0.0030	0.0060	0.1200	0.1140	JA9	C:\ms\sgx2	
CHALLENGER TECHNOLOGIES LTD	0.0074	0.0149	0.4950	0.4801	573	C:\ms\sgx2	
CH OFFSHORE LTD	0.0072	0.0144	0.4500	0.4356	C13	C:\ms\sgx2	
CFM HOLDINGS LIMITED	0.0002	0.0005	0.0900	0.0895	5EB	C:\ms\sgx2	
CENTURION CORPORATION LIMITED	0.0196	0.0392	0.3500	0.3108	OU8	C:\ms\sgx2	
CELESTIAL NUTRIFOODS LIMITED	0.0000	0.0000	0.1700	0.1700	C56	C:\ms\sgx2	
CEI CONTRACT MFG LTD	0.0021	0.0043	0.1050	0.1007	C11	C:\ms\sgx2	
CEFC INTERNATIONAL LTD	0.0013	0.0026	0.0500	0.0474	Y35	C:\ms\sgx2	
CEDAR STRATEGIC HOLDINGS LTD	0.0012	0.0024	0.0100	0.0076	530	C:\ms\sgx2	
CDW HOLDING LIMITED	0.0027	0.0054	0.1440	0.1386	D38	C:\ms\sgx2	
CDL HOSPITALITY TRUSTS	0.0440	0.0879	1.8400	1.7521	J85	C:\ms\sgx2	
CCM GROUP LIMITED	0.0034	0.0067	0.1020	0.0953	5QZ	C:\ms\sgx2	
CCFH LTD	0.0017	0.0034	0.0420	0.0386	5RF	C:\ms\sgx2	
CASA HOLDINGS LIMITED	0.0052	0.0104	0.1700	0.1596	C04	C:\ms\sgx2	
CAPITARETAIL CHINA TRUST	0.0426	0.0852	1.5650	1.4798	AU8U	C:\ms\sgx2	
CAPITAMALLS ASIA LIMITED	0.0439	0.0877	1.9200	1.8323	JS8	C:\ms\sgx2	
CAPITAMALL TRUST	0.0606	0.1211	2.1500	2.0289	C38U	C:\ms\sgx2	
CAPITALAND LIMITED	0.0710	0.1421	3.4600	3.3179	C31	C:\ms\sgx2	
CAPITACOMMERCIAL TRUST	0.0386	0.0773	1.5200	1.4427	C61U	C:\ms\sgx2	
CAMBRIDGE INDUSTRIAL TRUST	0.0324	0.0648	0.7600	0.6952	J91U	C:\ms\sgx2	
CACOLA FURNITURE INTL LIMITED	0.0022	0.0043	0.0370	0.0327	D2U	C:\ms\sgx2	
CACHE LOGISTICS TRUST	0.0380	0.0761	1.2900	1.2139	K2LU	C:\ms\sgx2	
C&G INDUSTRIAL HOLDINGS LTD	0.0026	0.0053	0.1000	0.0947	D79	C:\ms\sgx2	
BUND CENTER INVESTMENT LTD	0.0227	0.0455	0.2800	0.2345	MQ4	C:\ms\sgx2	
BUMITAMA AGRI LTD.	0.0141	0.0282	1.0200	0.9918	P8Z	C:\ms\sgx2	
BUKIT SEMBAWANG ESTATES LTD	0.0681	0.1363	6.6800	6.5437	B61	C:\ms\sgx2	
BROADWAY INDUSTRIAL GROUP LTD	0.0092	0.0184	0.3050	0.2866	B69	C:\ms\sgx2	
BRITISH & MALAYAN TRUSTEES LTD	0.0065	0.0130	4.9000	4.8870	B08	C:\ms\sgx2	
BRIGHT ORIENT (HOLDING) LTD	0.0000	0.0000	0.0400	0.0400	5DT	C:\ms\sgx2	
BREADTALK GROUP LIMITED	0.0249	0.0499	0.9450	0.8951	5DA	C:\ms\sgx2	
BRC ASIA LIMITED	0.0081	0.0162	0.2050	0.1888	B03	C:\ms\sgx2	
BOUSTEAD SINGAPORE LIMITED	0.0391	0.0781	1.3550	1.2769	F9D	C:\ms\sgx2	
BONVESTS HOLDINGS LTD	0.0207	0.0414	1.1600	1.1186	B28	C:\ms\sgx2	
BOMBAY RAYON FASHIONS LTD GDR	0.0000	0.0000	0.0000	0.0000	J0I	C:\ms\sgx2	
BOARDROOM LIMITED	0.0060	0.0121	0.6100	0.5979	B10	C:\ms\sgx2	
BLUMONT GROUP LTD	0.0355	0.0709	1.0600	0.9891	A33	C:\ms\sgx2	
BIOSENSORS INT'L GROUP  LTD.	0.0282	0.0563	1.1950	1.1387	B20	C:\ms\sgx2	
BH GLOBAL MARINE LIMITED	0.0026	0.0051	0.1570	0.1519	B32	C:\ms\sgx2	
BEST WORLD INTERNATIONAL LTD	0.0061	0.0122	0.2100	0.1978	5ER	C:\ms\sgx2	
BERGER INTERNATIONAL LIMITED	0.0026	0.0053	0.1280	0.1227	B64	C:\ms\sgx2	
BENG KUANG MARINE	0.0052	0.0104	0.1200	0.1096	5MC	C:\ms\sgx2	
BBR HOLDING LTD	0.0083	0.0167	0.2900	0.2733	KJ5	C:\ms\sgx2	
BANYAN TREE HOLDINGS LIMITED	0.0275	0.0549	0.7600	0.7051	B58	C:\ms\sgx2	
BAN LEONG TECHNOLOGIES LIMITED	0.0077	0.0153	0.1900	0.1747	B26	C:\ms\sgx2	
BAKER TECHNOLOGY LTD	0.0094	0.0189	0.3000	0.2811	568	C:\ms\sgx2	
AZTECH SYSTEMS LTD	0.0022	0.0044	0.0950	0.0906	560	C:\ms\sgx2	
AZEUS SYSTEMS HOLDINGS LTD.	0.0032	0.0064	0.1150	0.1086	A69	C:\ms\sgx2	
AVJENNINGS HOMES LTD	0.0144	0.0287	0.4400	0.4113	A05	C:\ms\sgx2	
AVIC INTL INVESTMENTS LIMITED	0.0047	0.0093	0.2300	0.2207	O2I	C:\ms\sgx2	
AVI-TECH ELECTRONICS LIMITED	0.0008	0.0017	0.0700	0.0683	CT1	C:\ms\sgx2	
AUTRON CORPORATION LIMITED	0.0000	0.0000	0.0000	0.0000	P1R	C:\ms\sgx2	
AUSSINO GROUP LTD	0.0149	0.0298	0.1310	0.1012	A15	C:\ms\sgx2	
AUSGROUP LIMITED	0.0187	0.0373	0.3950	0.3577	5GJ	C:\ms\sgx2	
AURIC PACIFIC GROUP LIMITED	0.0198	0.0397	1.2500	1.2103	A23	C:\ms\sgx2	
ASTI HOLDINGS LTD	0.0010	0.0020	0.0690	0.0670	575	C:\ms\sgx2	
ASPIAL CORPORATION LIMITED	0.0083	0.0167	0.4150	0.3983	A30	C:\ms\sgx2	
ASL MARINE HOLDINGS LTD	0.0079	0.0159	0.6650	0.6491	A04	C:\ms\sgx2	
ASJ HOLDINGS LTD	0.0018	0.0035	0.0530	0.0495	538	C:\ms\sgx2	
ASIATRAVEL.COM HOLDINGS LTD	0.0048	0.0097	0.1960	0.1863	5AM	C:\ms\sgx2	
ASIATIC GROUP (HOLDINGS) LTD	0.0052	0.0105	0.1110	0.1005	5CR	C:\ms\sgx2	
ASIASONS WFG FINANCIAL LTD	0.0025	0.0051	0.2000	0.1949	5EC	C:\ms\sgx2	
ASIASONS CAPITAL LTD	0.0102	0.0205	0.9750	0.9545	5ET	C:\ms\sgx2	
ASIAN MICRO HOLDINGS LTD	0.0028	0.0056	0.0330	0.0274	585	C:\ms\sgx2	
ASIAMEDIC LIMITED	0.0036	0.0071	0.0960	0.0889	505	C:\ms\sgx2	
ASIA-PACIFIC STRATEGIC INV LTD	0.0158	0.0317	0.2500	0.2183	5RA	C:\ms\sgx2	
ASIA WATER TECHNOLOGY LTD.	0.0024	0.0048	0.0800	0.0752	5GB	C:\ms\sgx2	
ASIA POWER CORP LTD	0.0034	0.0069	0.0880	0.0811	A03	C:\ms\sgx2	
ASIA FASHION HOLDING	0.0016	0.0032	0.0280	0.0248	GH3	C:\ms\sgx2	
ASIA ENTERPRISES HOLDING LTD	0.0020	0.0041	0.2300	0.2259	A55	C:\ms\sgx2	
ASCOTT RESIDENCE TRUST	0.0317	0.0634	1.3450	1.2816	A68U	C:\ms\sgx2	
ASCENDAS REAL ESTATE INV TRUST	0.0731	0.1462	2.3200	2.1738	A17U	C:\ms\sgx2	
ASCENDAS INDIA TRUST	0.0157	0.0314	0.7600	0.7286	CY6U	C:\ms\sgx2	
ASCENDAS HOSPITALITY TRUST	0.0166	0.0331	0.8950	0.8619	Q1P	C:\ms\sgx2	
ARTIVISION TECHNOLOGIES LTD.	0.0050	0.0100	0.1760	0.1660	5NK	C:\ms\sgx2	
ARMSTRONG INDUSTRIAL CORP LTD	0.0101	0.0203	0.3500	0.3297	A14	C:\ms\sgx2	
ARMARDA GROUP LIMITED	0.0015	0.0029	0.0200	0.0171	5EK	C:\ms\sgx2	
ARA ASSET MANAGEMENT LIMITED10	0.0155	0.0310	1.8900	1.8590	RX6	C:\ms\sgx2	
ARA ASSET MANAGEMENT LIMITED	0.0371	0.0741	1.9500	1.8759	D1R	C:\ms\sgx2	
AP OIL INTERNATIONAL LIMITED	0.0009	0.0019	0.1850	0.1831	5AU	C:\ms\sgx2	
ANWELL TECHNOLOGIES LIMITED	0.0165	0.0330	0.1330	0.1000	G5X	C:\ms\sgx2	
ANNICA HOLDINGS	0.0013	0.0026	0.0260	0.0234	5AL	C:\ms\sgx2	
ANNAIK LIMITED	0.0010	0.0019	0.1050	0.1031	A52	C:\ms\sgx2	
ANCHUN INTERNATIONAL HLDGS LTD	0.0054	0.0109	0.0920	0.0811	MF5	C:\ms\sgx2	
AMTEK ENGINEERING LTD	0.0140	0.0280	0.4800	0.4520	M1P	C:\ms\sgx2	
AMPLEFIELD LIMITED	0.0041	0.0082	0.0510	0.0428	C60	C:\ms\sgx2	
AMARA HOLDINGS LTD	0.0174	0.0349	0.6200	0.5851	A34	C:\ms\sgx2	
ALLIED TECHNOLOGY LTD	0.0005	0.0010	0.0420	0.0410	A13	C:\ms\sgx2	
ALBEDO LIMITED	0.0013	0.0026	0.0140	0.0114	5IB	C:\ms\sgx2	
AIMS AMP CAP INDUSTRIAL REIT	0.0552	0.1104	1.6450	1.5346	O5RU	C:\ms\sgx2	
AEM-EVERTECH HOLDINGS LTD	0.0011	0.0023	0.0910	0.0887	A10	C:\ms\sgx2	
AEI CORPORATION LTD	0.0025	0.0051	0.1430	0.1379	A18	C:\ms\sgx2	
ADVENTUS HOLDINGS LTD	0.0010	0.0020	0.0270	0.0250	5EF	C:\ms\sgx2	
ADVANCED SYSTEMS AUTOMATION	0.0008	0.0015	0.0160	0.0145	5TY	C:\ms\sgx2	
ADVANCED HOLDINGS LTD.	0.0093	0.0186	0.2650	0.2464	5IA	C:\ms\sgx2	
ADVANCE SCT LIMITED	0.0013	0.0025	0.0130	0.0105	5FH	C:\ms\sgx2	
ADV INTEGRATED MFG CORP LTD	0.0040	0.0081	0.1000	0.0919	A54	C:\ms\sgx2	
ADDVALUE TECHNOLOGIES LTD	0.0014	0.0027	0.0720	0.0693	A31	C:\ms\sgx2	
ACTION ASIA LIMITED	0.0046	0.0092	0.1550	0.1458	A59	C:\ms\sgx2	
ACMA LTD	0.0020	0.0040	0.0390	0.0350	A01	C:\ms\sgx2	
ACHIEVA LIMITED	0.0018	0.0036	0.0550	0.0514	A02	C:\ms\sgx2	
ACE ACHIEVE INFOCOM LIMITED	0.0012	0.0024	0.0480	0.0456	A75	C:\ms\sgx2	
ACCENTIA TECHNOLOGIES LTD GDR	0.0000	0.0000	0.0000	0.0000	E8Q	C:\ms\sgx2	
ABTERRA LTD	0.0323	0.0646	0.7300	0.6654	L5I	C:\ms\sgx2	
ABR HOLDINGS LIMITED	0.0122	0.0244	0.7800	0.7556	533	C:\ms\sgx2	
ABF SPORE BOND INDEX FUND ETF	0.0087	0.0174	1.1900	1.1726	A35	C:\ms\sgx2	
AA GROUP HOLDINGS LTD.	0.0004	0.0008	0.0350	0.0342	5GZ	C:\ms\sgx2	
A-SONIC AEROSPACE LIMITED	0.0063	0.0127	0.0600	0.0473	A53	C:\ms\sgx2	
8TELECOM	0.0018	0.0037	0.1350	0.1313	E25	C:\ms\sgx2	
800 SUPER HOLDINGS LIMITED	0.0008	0.0016	0.1930	0.1914	5TG	C:\ms\sgx2	
.STRAITS TIME IDX	31.5941	63.1882	3311.3701	3248.1819	STI	C:\ms\sgx2	
.FTSE ST Maritime	3.3393	6.6786	246.3200	239.6414	FTSTAM	C:\ms\sgx2	
.FTSE ST Catalist Index	15.3178	30.6357	1130.6000	1099.9642	FTSTICA	C:\ms\sgx2	
.FT ST UTILITIES	11.0446	22.0892	437.6900	415.6008	FTUT	C:\ms\sgx2	
.FT ST TELECOMMU	21.9185	43.8371	981.0300	937.1929	FTTE	C:\ms\sgx2	
.FT ST TECHNOLOGY	7.9716	15.9432	547.6700	531.7268	FTTC	C:\ms\sgx2	
.FT ST SMALL CAP	7.2903	14.5807	594.2300	579.6493	FTSC	C:\ms\sgx2	
.FT ST RE ESTATE	10.2384	20.4768	780.4900	760.0132	FTRE	C:\ms\sgx2	
.FT ST RE EST H&D	10.8099	21.6199	776.2800	754.6602	FTEHD	C:\ms\sgx2	
.FT ST RE ES IN T	12.3925	24.7849	800.7500	775.9651	FTEI	C:\ms\sgx2	
.FT ST OIL&GAS	8.7747	17.5493	717.8000	700.2507	FTOG	C:\ms\sgx2	
.FT ST MID CAP	9.0005	18.0010	793.2100	775.2090	FTMC	C:\ms\sgx2	
.FT ST INDUSTRIAL	9.6921	19.3842	856.2300	836.8458	FTID	C:\ms\sgx2	
.FT ST HLTH CARE	16.9582	33.9163	1408.3800	1374.4637	FTHC	C:\ms\sgx2	
.FT ST FLEDGLING	6.3230	12.6461	859.2800	846.6340	FTFL	C:\ms\sgx2	
.FT ST FINANCIAL	9.0566	18.1133	848.5100	830.3967	FTFI	C:\ms\sgx2	
.FT ST CONS GOODS	7.4184	14.8369	513.8000	498.9631	FTCG	C:\ms\sgx2	
.FT ST CON SERV	11.4712	22.9424	865.5000	842.5576	FTCS	C:\ms\sgx2	
.FT ST CHINA	3.0737	6.1473	239.4200	233.2727	FTCH	C:\ms\sgx2	
.FT ST BAS MAT	4.6257	9.2514	209.4500	200.1986	FTBM	C:\ms\sgx2	
.FT ST ALL SHARE	7.4592	14.9184	813.1500	798.2316	FTAS	C:\ms\sgx2	
